# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar  5 09:26:24 2023
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN especlipdep:    Eclipse Depth [percentage]
# COLUMN especlipdeperr1: Eclipse Depth Upper Unc. [percentage]
# COLUMN especlipdeperr2: Eclipse Depth Lower Unc. [percentage]
# COLUMN especlipdeplim: Eclipse Depth Limit Flag
# COLUMN espbritemp:     Brightness temperature [K]
# COLUMN espbritemperr1: Brightness temperature Upper Unc. [K]
# COLUMN espbritemperr2: Brightness temperature Lower Unc. [K]
# COLUMN espbritemplim:  Brightness temperature Limit Flag
# COLUMN plntreflink:    Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
WASP-33 b,1.6200,,0.123000,0.009300,-0.009300,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.6240,,0.119000,0.009550,-0.009550,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.6290,,0.095100,0.011200,-0.011200,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-36 b,2.1590,0.2620,0.130000,0.040000,-0.040000,0,1900,100,-200,0,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-39 b,3.6000,,0.088000,0.015000,-0.015000,0,1213,58,-62,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-39 b,4.5000,,0.096000,0.018000,-0.018000,0,1055,60,-65,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,3.6000,,0.209000,0.040000,-0.028000,0,2280,210,-150,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,4.5000,,0.282000,0.012000,-0.012000,0,2400,80,-80,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,8.0000,,0.328000,0.086000,-0.055000,0,2210,390,-250,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-3 b,2.1500,,0.181000,0.020000,-0.020000,0,,,,,<a refstr=ZHAO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...748L...8Z/abstract target=ref>Zhao et al. 2012</a>,Palomar Observatory 200-inch Hale Telescope,Wide-field InfraRed Camera (WIRC)
WASP-3 b,2.1500,,0.193000,0.014000,-0.014000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,2.0950,0.0200,0.156000,0.014000,-0.014000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
WASP-43 b,1.1860,0.0200,0.079000,0.032000,-0.031000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
WASP-43 b,0.9159,0.0005,0.021000,0.019000,-0.013000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,TRAPPISTCam
WASP-43 b,,,0.103000,0.017000,-0.017000,0,1850,,,0,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,,,0.194000,0.029000,-0.029000,0,1850,,,0,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-43 b,2.1440,0.3240,0.181000,0.027000,-0.027000,0,1743,67,-67,0,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.2746Z/abstract target=ref>Zhou et al. 2014</a>,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),IRIS2
WASP-46 b,2.1590,0.2620,0.260000,0.050000,-0.030000,0,2200,100,-100,0,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-4 b,2.2000,,0.185000,0.014000,-0.013000,0,1995,40,-40,0,<a refstr=C_AACUTE_CERES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...530A...5C/abstract target=ref>C&aacute;ceres et al. 2011</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,ISAAC
WASP-4 b,3.6000,,0.319000,0.031000,-0.031000,0,1832,71,-71,0,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-4 b,4.5000,,0.343000,0.027000,-0.027000,0,1632,56,-56,0,<a refstr=BEERER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...23B/abstract target=ref>Beerer et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-4 b,2.1590,0.2620,0.160000,0.040000,-0.040000,0,,,,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-5 b,1.2200,0.2130,0.168000,0.050000,-0.052000,0,2996,212,-261,0,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
WASP-5 b,2.1900,0.3900,0.269000,0.062000,-0.062000,0,2890,246,-269,0,<a refstr=CHEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..40C/abstract target=ref> Chen et al. 2014</a>,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,GROND
WASP-5 b,3.6000,,0.197000,0.028000,-0.028000,0,,,,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-5 b,4.5000,,0.237000,0.024000,-0.024000,0,,,,,<a refstr=BASKIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773..124B/abstract target=ref>Baskin et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-5 b,2.1590,0.2620,0.200000,0.020000,-0.020000,0,,,,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-67 b,3.6000,,0.022000,0.013000,-0.013000,0,1046,,,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-67 b,4.5000,,0.080000,0.018000,-0.018000,0,1015,67,-74,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-6 b,3.6000,,0.094000,0.019000,-0.019000,0,1235,70,-77,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-6 b,4.5000,,0.115000,0.022000,-0.022000,0,1118,68,-74,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,3.6000,,0.113000,0.018000,-0.018000,0,1552,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,4.5000,,0.069200,0.006800,-0.006800,0,1131,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-8 b,8.0000,,0.093000,0.023000,-0.023000,0,938,,,0,<a refstr=CUBILLOS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...42C/abstract target=ref>Cubillos et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,3.6000,,0.086000,0.007000,-0.007000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,4.5000,,0.122000,0.009000,-0.009000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,5.8000,,0.261000,0.031000,-0.031000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-1 b,8.0000,,0.210000,0.029000,-0.029000,0,,,,,<a refstr=MACHALEK_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684.1427M/abstract target=ref>Machalek et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,3.6000,,0.081000,0.017000,-0.017000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,4.5000,,0.098000,0.020000,-0.020000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,5.8000,,0.167000,0.036000,-0.036000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-2 N b,8.0000,,0.133000,0.049000,-0.049000,0,,,,,<a refstr=MACHALEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...701..514M/abstract target=ref>Machalek et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,3.6000,,0.101000,0.004000,-0.004000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,4.5000,,0.143000,0.006000,-0.006000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,5.8000,,0.134000,0.049000,-0.049000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-3 b,8.0000,,0.150000,0.036000,-0.036000,0,,,,,<a refstr=MACHALEK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..111M/abstract target=ref>Machalek et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-4 b,3.6000,,0.056000,0.012000,-0.006000,0,1522,92,-92,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
XO-4 b,4.5000,,0.135000,0.010000,-0.007000,0,1961,65,-65,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-103 b,1.0806,,0.130340,0.023100,-0.023600,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1131,,0.132250,0.017600,-0.017300,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1410,,0.126180,0.016300,-0.016200,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1689,,0.126230,0.015800,-0.015900,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.1968,,0.120220,0.015300,-0.015700,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2247,,0.123850,0.015500,-0.015400,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2526,,0.125650,0.015400,-0.015500,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.2804,,0.127260,0.015400,-0.015400,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3083,,0.131360,0.015300,-0.015500,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3362,,0.143340,0.015600,-0.015100,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3641,,0.138910,0.015800,-0.016200,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.3920,,0.149080,0.016100,-0.016000,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.4199,,0.147260,0.016100,-0.016600,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.4477,,0.153110,0.016900,-0.017200,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.4756,,0.142660,0.016800,-0.017300,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.5035,,0.149860,0.017300,-0.017500,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.5314,,0.146130,0.017100,-0.017300,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.5593,,0.165670,0.017900,-0.018000,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.5872,,0.168410,0.019100,-0.018600,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.6151,,0.165680,0.019000,-0.018900,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.6429,,0.149700,0.020000,-0.020300,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-103 b,1.6848,,0.075260,0.026800,-0.024900,0,,,,,<a refstr=CARTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...34C/abstract target=ref>Cartier et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.1420,,0.066200,0.007100,-0.007100,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.1780,,0.050700,0.006500,-0.006500,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.2130,,0.081400,0.006500,-0.006500,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.2480,,0.072800,0.006600,-0.006600,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.2830,,0.079800,0.006600,-0.006600,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.3180,,0.083800,0.007000,-0.007000,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.3520,,0.068400,0.006700,-0.006700,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.3880,,0.064000,0.006600,-0.006600,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.4220,,0.076700,0.007100,-0.007100,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.4580,,0.068400,0.007800,-0.007800,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.4930,,0.075500,0.007200,-0.007200,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.5280,,0.068800,0.007500,-0.007500,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.5620,,0.085000,0.007100,-0.007100,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.5980,,0.099400,0.007800,-0.007800,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KOI-13 b,1.6320,,0.109400,0.007800,-0.007800,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..158B/abstract target=ref>Beatty et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KELT-1 b,1.5700,0.0400,0.128500,0.013100,-0.013100,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..242B/abstract target=ref>Beatty et al. 2017</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,LUCI1
KELT-1 b,1.6100,0.0400,0.146100,0.012800,-0.012800,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..242B/abstract target=ref>Beatty et al. 2017</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,LUCI1
KELT-1 b,1.6500,0.0400,0.158700,0.013000,-0.013000,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..242B/abstract target=ref>Beatty et al. 2017</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,LUCI1
KELT-1 b,1.6900,0.0400,0.153200,0.013700,-0.013700,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..242B/abstract target=ref>Beatty et al. 2017</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,LUCI1
KELT-1 b,1.7300,0.0400,0.162300,0.015800,-0.015800,0,,,,,<a refstr=BEATTY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..242B/abstract target=ref>Beatty et al. 2017</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,LUCI1
WASP-18 b,1.1560,0.0330,0.077500,0.002000,-0.002000,0,,,,,<a refstr=ARCANGELI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...855L..30A/abstract target=ref>Arcangeli et al. 2018</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-18 b,1.1900,0.0330,0.087400,0.002000,-0.002000,0,,,,,<a refstr=ARCANGELI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...855L..30A/abstract target=ref>Arcangeli et al. 2018</a>,Hubble Space Telescope satellite,Wide Field Camera 3
